اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
6764.json,1,1397,627,38.81,52.15,38.81
6765.json,1,2072,977,84.07,36.27,84.07
6766.json,1,1596,704,57.35,40.11,57.35
6768.json,1,1406,771,41.61,52.32,41.61
6770.json,1,1574,690,69.94,32.37,69.94
6771.json,1,1606,721,41.2,56.47,41.2
6772.json,1,2119,744,51.98,55.08,51.98
6773.json,1,1642,612,39.29,57.36,39.29
6774.json,1,1686,628,48.71,47.51,48.71
6775.json,1,1693,730,46.57,52.03,46.57
6776.json,1,1475,610,40.33,51.7,40.33
6777.json,1,1734,685,42.64,56.74,42.64
6778.json,1,1542,681,49.42,44.98,49.42
6779.json,1,1567,628,36.19,60.65,36.19
6780.json,1,1821,828,64.25,41.23,64.25
6781.json,1,1748,716,42.09,58.54,42.09
6782.json,1,1966,792,48.84,56.47,48.84
6783.json,1,1454,673,42.22,50.38,42.22
6784.json,1,1548,892,76.05,32.09,76.05
6785.json,1,2361,818,48.96,64.93,48.96
6786.json,1,1639,713,40.13,58.6,40.13
6787.json,1,1031,489,27.95,54.38,27.95
6788.json,1,1214,759,37.31,52.88,37.31
6789.json,1,1277,590,37.2,50.19,37.2
6790.json,1,1276,592,43.83,42.62,43.83
6791.json,1,1272,586,39.35,47.22,39.35
6799.json,1,1454,668,39.59,53.6,39.59
6800.json,1,1000,613,43.33,37.23,43.33
6801.json,1,2191,962,61.16,51.55,61.16
6802.json,1,2298,634,37.05,79.13,37.05
6803.json,1,2146,596,40.55,67.62,40.55
6804.json,1,2458,575,44.83,67.66,44.83
6805.json,1,2440,690,43.41,72.1,43.41
6806.json,1,3423,1144,45.35,100.72,45.35
6807.json,1,1497,724,50.65,43.85,50.65
6808.json,1,1747,937,48.09,55.81,48.09
6809.json,1,1900,737,51.49,51.21,51.49
6810.json,1,2002,658,33.73,78.86,33.73
6813.json,1,1482,572,40.29,50.98,40.29
6814.json,1,2055,794,43.18,65.98,43.18
6815.json,1,2251,726,50.0,59.54,50.0
6817.json,1,1913,610,80.29,31.42,80.29
6818.json,1,1827,554,49.62,47.98,49.62
6820.json,1,2168,787,50.82,58.15,50.82
6821.json,1,2098,806,46.84,62.0,46.84
6822.json,1,2219,802,49.35,61.22,49.35
6823.json,1,1821,719,40.98,61.98,40.98
6824.json,1,2053,692,38.08,72.08,38.08
6825.json,1,2349,746,85.77,36.08,85.77
6827.json,1,1664,905,97.12,26.45,97.12
6829.json,1,1619,610,85.57,26.05,85.57
6830.json,1,12320,916,106.93,123.79,106.93
6835.json,1,1534,875,94.09,25.6,94.09
6840.json,1,1436,577,70.12,28.71,70.12
6842.json,1,1642,930,109.08,23.58,109.08
6844.json,1,2686,844,73.18,48.23,73.18
6845.json,1,2601,885,72.84,47.86,72.84
6846.json,1,1038,540,40.94,38.54,40.94
6847.json,1,2138,701,93.1,30.49,93.1
6848.json,1,1224,622,37.99,48.59,37.99
6849.json,1,1057,454,42.39,35.64,42.39
6850.json,1,1059,536,55.75,28.61,55.75
6851.json,1,1848,723,76.93,33.42,76.93
6852.json,1,1440,670,61.66,34.22,61.66
6853.json,1,1581,882,62.5,39.41,62.5
6854.json,1,2999,675,56.87,64.61,56.87
6855.json,1,1791,591,51.43,46.31,51.43
6856.json,1,3048,891,88.09,44.71,88.09
6857.json,1,2245,817,86.71,35.31,86.71
6858.json,1,1335,648,56.11,35.34,56.11
6859.json,1,1586,1179,75.08,36.83,75.08
6862.json,1,1383,668,54.11,37.9,54.11
6864.json,1,1173,656,66.97,27.31,66.97
6865.json,1,2094,670,58.93,46.9,58.93
6868.json,1,2063,766,59.64,47.44,59.64
6869.json,1,1488,834,71.1,32.66,71.1
6870.json,1,2175,630,61.81,45.38,61.81
6871.json,1,1661,697,57.43,41.06,57.43
6872.json,1,2442,959,68.51,49.64,68.51
6873.json,1,2696,761,32.4,106.7,32.4
6874.json,1,1265,621,40.5,46.57,40.5
6875.json,1,2054,653,40.52,66.8,40.52
6876.json,1,1680,643,36.38,63.86,36.38
6877.json,1,1791,691,41.95,59.16,41.95
6878.json,1,1397,662,34.89,59.02,34.89
6879.json,1,1743,828,104.7,24.56,104.7
6881.json,1,1235,564,31.11,57.82,31.11
6882.json,1,1428,672,40.89,51.35,40.89
6883.json,1,1938,733,67.79,39.4,67.79
6884.json,1,1706,745,43.9,55.84,43.9
6885.json,1,1602,519,54.03,39.26,54.03
6886.json,1,990,520,36.3,41.6,36.3
6888.json,1,1486,732,45.4,48.86,45.4
6889.json,1,1619,719,56.32,41.51,56.32
6890.json,1,1977,740,138.31,19.64,138.31
6891.json,1,3911,875,149.92,31.92,149.92
6892.json,1,1058,587,83.96,19.59,83.96
6893.json,1,1008,845,113.26,16.36,113.26
6894.json,1,1798,814,63.36,41.22,63.36
6895.json,1,1248,457,33.2,51.35,33.2
6897.json,1,1069,451,48.04,31.64,48.04
6898.json,1,2339,733,39.6,77.58,39.6
6899.json,1,7476,990,118.29,71.57,118.29
6900.json,1,1652,687,37.89,61.73,37.89
6901.json,1,1758,783,80.69,31.49,80.69
6902.json,1,1631,761,59.47,40.22,59.47
6903.json,1,2167,881,64.44,47.3,64.44
6904.json,1,1632,588,78.0,28.46,78.0
6905.json,1,1679,611,111.9,20.46,111.9
6907.json,1,1827,583,133.34,18.07,133.34
6909.json,1,1699,585,75.45,30.27,75.45
6910.json,1,1680,749,114.55,21.21,114.55
6911.json,1,1694,631,124.4,18.69,124.4
6912.json,1,2028,818,138.53,20.54,138.53
6913.json,1,2028,706,100.75,27.14,100.75
6915.json,1,2171,915,142.59,21.64,142.59
6916.json,1,2132,837,50.44,58.86,50.44
6917.json,1,2447,885,50.44,66.06,50.44
6918.json,1,996,597,42.7,37.31,42.7
6919.json,1,1579,866,79.07,30.92,79.07
6920.json,1,2208,657,39.23,73.04,39.23
6921.json,1,1606,649,84.98,26.54,84.98
6922.json,1,1693,737,88.26,27.53,88.26
6923.json,1,3287,924,115.18,36.56,115.18
6924.json,1,2320,920,123.39,26.26,123.39
6926.json,1,2180,872,137.51,22.2,137.51
6927.json,1,2150,799,162.6,18.14,162.6
6928.json,1,1742,755,127.18,19.63,127.18
6930.json,1,2684,987,147.16,24.95,147.16
6931.json,1,2461,565,113.25,26.72,113.25
6932.json,1,2413,843,127.73,25.49,127.73
6933.json,1,3898,995,167.88,29.15,167.88
6934.json,1,2531,749,113.45,28.91,113.45
6936.json,1,3062,920,77.41,51.44,77.41
6937.json,1,1572,679,78.82,28.56,78.82
6938.json,1,3467,886,49.3,88.29,49.3
6939.json,1,4870,926,50.26,115.32,50.26
6940.json,1,1679,735,46.07,52.39,46.07
6941.json,1,2407,936,50.48,66.23,50.48
6944.json,1,2225,710,38.06,77.12,38.06
6945.json,1,1153,594,41.52,42.08,41.52
6946.json,0,1577,0,38.71,40.74,0.0
6948.json,1,1833,557,30.12,79.36,30.12
6950.json,1,2728,747,38.89,89.35,38.89
6951.json,1,1466,609,33.42,62.08,33.42
6952.json,1,1337,717,47.38,43.35,47.38
6953.json,1,1534,742,35.18,64.7,35.18
6954.json,1,1454,663,43.75,48.39,43.75
6955.json,1,2153,629,31.57,88.13,31.57
6956.json,1,2603,579,35.66,89.22,35.66
6957.json,1,2075,722,65.72,42.56,65.72
6960.json,1,1624,565,24.34,89.94,24.34
6961.json,1,1487,643,34.47,61.78,34.47
6964.json,1,1579,492,35.03,59.12,35.03
6965.json,1,1163,674,36.08,50.91,36.08
6966.json,1,1921,517,29.37,83.0,29.37
6967.json,1,1840,894,39.15,69.83,39.15
6968.json,1,1562,632,35.72,61.42,35.72
6969.json,1,1507,585,30.27,69.12,30.27
6970.json,1,1335,624,33.68,58.17,33.68
6971.json,1,1534,746,39.36,57.92,39.36
6972.json,1,3004,788,32.81,115.59,32.81
6973.json,1,3970,689,34.17,136.37,34.17
6974.json,1,3931,852,56.97,83.96,56.97
6975.json,1,1353,531,42.76,44.06,42.76
6976.json,1,1404,526,25.61,75.37,25.61
6977.json,0,1935,0,0.64,3024.93,0.0
6978.json,1,1798,685,51.65,48.07,51.65
6979.json,1,2883,739,46.64,77.65,46.64
6980.json,0,1955,0,0.3,6500.73,0.0
6981.json,0,1805,0,0.49,3658.47,0.0
6982.json,1,5395,868,43.94,142.53,43.94
6983.json,1,2928,711,36.53,99.63,36.53
6984.json,0,1679,0,1.05,1606.19,0.0
6985.json,0,1770,0,0.31,5693.89,0.0
6986.json,1,1718,604,28.38,81.82,28.38
6987.json,0,2913,0,0.36,7996.4,0.0
6988.json,1,2913,738,44.75,81.58,44.75
6989.json,1,2915,695,41.81,86.33,41.81
6990.json,1,1554,741,49.64,46.24,49.64
6991.json,0,1523,0,0.63,2413.87,0.0
6992.json,0,2426,0,0.52,4689.95,0.0
6993.json,0,2610,0,0.3,8774.31,0.0
6994.json,1,2950,750,49.48,74.78,49.48
6995.json,0,1754,0,0.51,3439.8,0.0
6996.json,1,1832,830,108.17,24.61,108.17
6997.json,0,1851,0,0.32,5698.38,0.0
6998.json,0,1724,0,0.28,6075.78,0.0
6999.json,0,1052,0,0.71,1474.29,0.0
7000.json,0,2266,0,0.3,7653.11,0.0
7001.json,1,2461,806,61.69,52.96,61.69
7003.json,0,2797,0,0.31,8993.35,0.0
7004.json,0,2516,0,0.32,7952.57,0.0
7005.json,0,1729,0,0.3,5730.07,0.0
7006.json,0,1503,0,0.3,4942.03,0.0
7007.json,0,1512,0,0.48,3154.17,0.0
7008.json,1,1937,836,90.35,30.69,90.35
7009.json,0,1939,0,0.29,6640.33,0.0
7010.json,0,2397,0,0.31,7727.02,0.0
7011.json,1,1713,614,46.42,50.13,46.42
7012.json,0,1791,0,0.7,2548.12,0.0
7013.json,0,1665,0,0.29,5795.24,0.0
7014.json,0,2323,0,0.36,6394.2,0.0
7015.json,0,1639,0,0.31,5329.96,0.0
7017.json,0,3130,0,0.32,9746.65,0.0
7018.json,0,2811,0,0.3,9506.58,0.0
7019.json,0,2265,0,0.31,7380.09,0.0
7020.json,0,2220,0,0.34,6571.38,0.0
7021.json,0,2281,0,0.31,7377.54,0.0
7022.json,0,2237,0,0.29,7595.93,0.0
7023.json,0,1842,0,0.73,2536.42,0.0
7024.json,0,1755,0,0.35,4989.81,0.0
7025.json,1,1815,667,60.02,41.36,60.02
7026.json,0,1008,0,1.0,1006.58,0.0
7027.json,0,1492,0,0.48,3086.41,0.0
7028.json,0,2918,0,0.33,8719.82,0.0
7030.json,0,2565,0,0.72,3546.65,0.0
7032.json,1,1480,609,55.25,37.81,55.25
7034.json,0,3039,0,0.84,3626.35,0.0
7035.json,0,3092,0,0.53,5880.03,0.0
7036.json,0,1400,0,0.28,4940.64,0.0
7038.json,0,1513,0,0.28,5356.13,0.0
7040.json,0,1510,0,0.3,4973.25,0.0
7041.json,1,3042,973,81.34,49.36,81.34
7042.json,0,1954,0,1.13,1726.81,0.0
7043.json,0,1952,0,0.28,7035.48,0.0
7044.json,0,1889,0,0.5,3768.43,0.0
7045.json,0,1771,0,0.3,5842.98,0.0
7046.json,0,2840,0,0.84,3396.93,0.0
7047.json,1,6048,786,52.06,131.26,52.06
7048.json,1,1716,725,45.56,53.57,45.56
7049.json,0,1894,0,0.96,1965.29,0.0
7050.json,0,2055,0,0.31,6600.03,0.0
7052.json,0,1568,0,1.01,1546.33,0.0
7053.json,0,1256,0,0.28,4412.36,0.0
7054.json,0,1267,0,0.29,4374.15,0.0
7055.json,0,2150,0,0.3,7214.15,0.0
7057.json,0,2099,0,0.34,6168.52,0.0
7058.json,0,2336,0,0.31,7458.7,0.0
7060.json,0,1575,0,0.28,5548.22,0.0
7061.json,0,1765,0,0.73,2410.86,0.0
7062.json,0,1750,0,0.32,5434.71,0.0
7068.json,0,1725,0,0.79,2172.6,0.0
7069.json,0,2085,0,0.32,6590.52,0.0
7070.json,0,1265,0,0.31,4029.68,0.0
7071.json,0,1265,0,0.28,4503.7,0.0
7072.json,1,1458,707,48.47,44.67,48.47
7073.json,1,1449,828,58.16,39.15,58.16
7074.json,1,1451,596,47.1,43.46,47.1
7075.json,1,1478,617,42.82,48.93,42.82
7076.json,1,1436,573,35.86,56.02,35.86
7077.json,1,2063,720,49.89,55.78,49.89
7078.json,1,3847,756,42.81,107.53,42.81
7079.json,1,2064,693,38.63,71.37,38.63
7080.json,1,1497,657,41.64,51.73,41.64
7083.json,1,2064,657,43.84,62.06,43.84
7085.json,1,2292,726,52.69,57.28,52.69
7086.json,1,3647,1027,73.17,63.88,73.17
7087.json,1,2077,772,54.27,52.49,54.27
7088.json,1,1791,632,42.43,57.11,42.43
7092.json,1,1614,615,46.84,47.59,46.84
7093.json,1,1599,587,45.3,48.26,45.3
7094.json,1,1800,552,28.65,82.08,28.65
7095.json,1,3045,1036,67.31,60.63,67.31
7096.json,1,2928,991,77.62,50.49,77.62
7097.json,1,3041,701,48.4,77.31,48.4
7098.json,1,2203,741,45.32,64.96,45.32
7099.json,1,2320,982,78.33,42.15,78.33
7100.json,1,2227,769,86.0,34.84,86.0
7101.json,1,1642,624,60.84,37.25,60.84
7103.json,1,2307,789,48.84,63.39,48.84
7106.json,1,2421,838,62.68,51.99,62.68
7108.json,1,1400,645,51.09,40.02,51.09
7109.json,1,3245,838,73.02,55.92,73.02
7110.json,1,2026,770,57.62,48.53,57.62
7111.json,1,2065,754,58.42,48.25,58.42
7112.json,1,3104,715,45.68,83.6,45.68
7113.json,1,1517,616,59.57,35.81,59.57
7114.json,1,1566,908,62.57,39.54,62.57
7115.json,1,2884,863,63.61,58.91,63.61
7116.json,1,1577,741,66.44,34.89,66.44
7117.json,1,1214,567,39.15,45.49,39.15
7118.json,1,1572,713,45.65,50.05,45.65
7119.json,1,1343,716,62.18,33.12,62.18
7120.json,1,960,505,41.41,35.38,41.41
7121.json,1,3425,797,55.96,75.45,55.96
7122.json,1,1765,659,59.07,41.04,59.07
7123.json,1,2751,960,58.11,63.86,58.11
7124.json,1,1720,680,57.34,41.85,57.34
7125.json,1,910,348,21.57,58.32,21.57
7126.json,1,902,381,22.64,56.66,22.64
7127.json,1,2884,949,55.86,68.62,55.86
7128.json,1,1028,654,45.5,36.97,45.5
7129.json,1,2257,982,60.69,53.37,60.69
7130.json,1,1492,665,48.72,44.27,48.72
7131.json,1,2801,1044,70.49,54.55,70.49
7132.json,1,2778,787,43.82,81.36,43.82
7133.json,1,1884,640,40.67,62.06,40.67
7134.json,1,1472,750,43.49,51.09,43.49
7137.json,1,2161,822,53.46,55.79,53.46
7138.json,1,2084,700,62.02,44.89,62.02
7139.json,1,2659,959,53.19,68.01,53.19
7141.json,1,1471,611,33.05,62.99,33.05
7142.json,1,1310,615,37.62,51.17,37.62
7143.json,1,1271,761,50.68,40.1,50.68
7144.json,1,1297,566,40.14,46.41,40.14
7146.json,1,2568,847,69.89,48.87,69.89
7147.json,1,2593,742,47.28,70.54,47.28
7148.json,1,1523,594,35.92,58.93,35.92
7149.json,1,2902,877,47.61,79.37,47.61
7150.json,1,1427,545,49.84,39.57,49.84
7151.json,1,1428,584,44.75,44.97,44.75
7152.json,1,2415,1063,63.63,54.66,63.63
7153.json,1,2262,1015,67.44,48.59,67.44
7154.json,1,2252,939,58.87,54.21,58.87
7155.json,1,1334,715,38.06,53.84,38.06
7156.json,1,2813,785,39.07,92.09,39.07
7157.json,1,2889,676,43.94,81.14,43.94
7158.json,1,1785,600,34.24,69.66,34.24
7159.json,1,1757,739,39.21,63.66,39.21
7160.json,1,1944,730,58.49,45.72,58.49
7161.json,1,1616,763,45.96,51.76,45.96
7162.json,1,1671,716,40.54,58.89,40.54
7163.json,1,2288,697,55.98,53.32,55.98
7164.json,1,1134,496,41.18,39.59,41.18
7165.json,1,2876,767,57.87,62.95,57.87
7166.json,1,1709,724,54.55,44.6,54.55
7167.json,1,2117,725,35.95,79.06,35.95
7169.json,1,1838,742,54.63,47.23,54.63
7172.json,1,2900,804,65.93,56.18,65.93
7173.json,1,1569,712,64.28,35.48,64.28
7174.json,1,2765,710,46.87,74.14,46.87
7175.json,1,1394,663,42.97,47.87,42.97
7176.json,1,1183,563,39.68,44.0,39.68
7178.json,1,1635,567,34.56,63.71,34.56
7179.json,1,2154,632,46.23,60.27,46.23
7180.json,1,1476,654,51.53,41.34,51.53
7181.json,1,1339,580,46.44,41.32,46.44
7182.json,1,2218,597,34.71,81.09,34.71
7183.json,1,2886,718,44.79,80.47,44.79
7185.json,1,1886,978,55.9,51.23,55.9
7187.json,1,2186,651,58.78,48.27,58.78
7189.json,1,2199,848,49.26,61.86,49.26
7190.json,1,3737,795,76.16,59.51,76.16
7191.json,1,4374,838,52.9,98.53,52.9
7192.json,1,2597,707,40.49,81.6,40.49
7193.json,1,1520,787,48.62,47.45,48.62
7196.json,1,7644,1014,83.35,103.88,83.35
7197.json,1,2933,1081,77.46,51.82,77.46
7198.json,1,1690,728,41.53,58.22,41.53
7199.json,1,2025,750,38.45,72.18,38.45
7201.json,1,2341,816,55.12,57.28,55.12
7202.json,1,2097,664,42.2,65.43,42.2
7203.json,1,1587,684,40.0,56.77,40.0
7204.json,1,2102,789,52.11,55.48,52.11
7205.json,1,1612,501,46.09,45.84,46.09
7206.json,1,1918,704,42.99,61.0,42.99
7207.json,1,4371,807,49.04,105.6,49.04
7208.json,1,1939,797,45.63,59.96,45.63
7209.json,1,2599,746,47.12,70.99,47.12
7210.json,1,1818,777,42.3,61.35,42.3
7211.json,1,2816,1056,44.5,87.0,44.5
7213.json,1,2213,869,79.04,38.99,79.04
7214.json,1,2352,933,41.19,79.75,41.19
7215.json,1,2508,821,47.24,70.47,47.24
7216.json,1,2646,839,62.5,55.76,62.5
7217.json,1,2740,841,64.57,55.46,64.57
7218.json,1,2346,856,49.99,64.05,49.99
7219.json,1,3065,706,37.42,100.79,37.42
7221.json,1,1758,811,54.98,46.72,54.98
7222.json,1,1765,729,54.35,45.89,54.35
7224.json,1,1916,724,40.34,65.44,40.34
7225.json,0,1806,661,44.98,54.85,0.0
7226.json,1,1647,781,42.34,57.35,42.34
7227.json,1,1614,701,56.46,41.0,56.46
7229.json,1,17283,1007,53.09,344.53,53.09
7230.json,1,17893,956,55.79,337.87,55.79
7231.json,1,2357,623,34.32,86.84,34.32
7232.json,1,1620,572,35.66,61.47,35.66
7233.json,1,886,467,30.43,44.46,30.43
7234.json,1,906,486,35.31,39.42,35.31
7235.json,1,1721,810,39.86,63.5,39.86
7236.json,1,2366,726,46.95,65.86,46.95
7237.json,1,2572,645,32.58,98.73,32.58
7238.json,1,1792,595,37.25,64.08,37.25
7239.json,1,2902,881,75.53,50.09,75.53
7240.json,1,1312,637,39.49,49.35,39.49
7241.json,1,1782,717,51.13,48.88,51.13
7242.json,1,1787,767,48.62,52.53,48.62
7243.json,1,1820,729,35.42,71.97,35.42
7244.json,1,1459,700,72.82,29.65,72.82
7245.json,1,1419,857,52.98,42.96,52.98
7246.json,1,2361,762,44.78,69.74,44.78
7247.json,1,2037,830,39.02,73.48,39.02
7248.json,1,1532,827,69.68,33.86,69.68
7249.json,1,1983,654,34.72,75.95,34.72
7251.json,1,1936,686,48.9,53.62,48.9
7252.json,1,1801,704,34.01,73.66,34.01
7253.json,1,2315,684,38.89,77.12,38.89
7256.json,1,7356,894,44.14,186.89,44.14
7258.json,1,1217,882,45.65,45.98,45.65
7260.json,1,1637,857,50.4,49.48,50.4
7261.json,1,1654,760,49.26,49.01,49.26
7262.json,1,2475,716,36.65,87.06,36.65
7263.json,1,7291,998,41.65,199.01,41.65
7264.json,1,1570,633,46.08,47.81,46.08
7265.json,1,1663,614,31.02,73.4,31.02
7266.json,1,4389,748,35.64,144.14,35.64
7267.json,1,2273,671,32.75,89.89,32.75
7268.json,1,1842,777,45.08,58.09,45.08
7269.json,1,1565,647,54.52,40.57,54.52
7270.json,1,1650,757,35.22,68.35,35.22
7271.json,1,2669,584,46.35,70.18,46.35
7272.json,1,1546,570,30.57,69.21,30.57
7273.json,1,1753,753,77.71,32.25,77.71
7274.json,1,2085,728,44.83,62.74,44.83
7275.json,1,1934,815,66.07,41.61,66.07
7276.json,1,3209,788,49.83,80.22,49.83
7277.json,1,1697,575,42.78,53.1,42.78
7278.json,1,1206,877,51.52,40.43,51.52
7280.json,1,1541,693,38.45,58.11,38.45
7283.json,1,2106,682,47.43,58.78,47.43
7284.json,1,2350,726,44.14,69.68,44.14
7288.json,1,970,503,44.62,33.01,44.62
7289.json,1,1493,657,27.93,76.99,27.93
7290.json,1,2509,837,36.23,92.35,36.23
7292.json,1,2922,895,42.15,90.55,42.15
7295.json,1,1706,867,62.12,41.42,62.12
7296.json,1,2331,677,44.64,67.38,44.64
7297.json,1,1765,557,47.23,49.16,47.23
7298.json,1,1789,748,41.93,60.5,41.93
7299.json,1,1810,748,32.07,79.77,32.07
7300.json,1,1203,658,38.49,48.35,38.49
7301.json,1,1696,757,46.43,52.84,46.43
7302.json,1,2499,762,40.87,79.79,40.87
7303.json,1,2917,940,38.97,98.97,38.97
7304.json,1,3349,690,33.63,120.1,33.63
7305.json,1,2616,655,48.25,67.8,48.25
7306.json,1,2212,653,46.7,61.35,46.7
7307.json,1,1713,658,38.01,62.38,38.01
7308.json,1,2676,839,50.14,70.1,50.14
7309.json,1,2256,716,72.96,40.73,72.96
7310.json,1,1439,751,59.06,37.08,59.06
7311.json,1,2115,595,34.67,78.17,34.67
7312.json,1,1825,818,33.68,78.47,33.68
7313.json,1,1632,726,37.27,63.27,37.27
7314.json,1,2204,680,46.77,61.66,46.77
7315.json,1,1838,727,38.83,66.06,38.83
7316.json,1,1470,656,32.21,66.0,32.21
7317.json,1,1810,649,52.8,46.57,52.8
7322.json,1,2716,886,47.67,75.56,47.67
7323.json,1,9433,872,44.55,231.3,44.55
7324.json,1,2148,615,40.24,68.66,40.24
7325.json,1,2428,938,57.22,58.83,57.22
7326.json,1,1486,754,36.08,62.09,36.08
7327.json,1,1371,629,36.86,54.27,36.86
7328.json,1,6870,761,84.65,90.15,84.65
7329.json,1,1396,585,37.19,53.27,37.19
7330.json,1,1258,762,44.93,44.95,44.93
7331.json,1,1287,527,51.49,35.23,51.49
7333.json,1,4371,998,51.4,104.45,51.4
7334.json,1,1320,757,30.77,67.5,30.77
7335.json,1,1376,582,26.78,73.1,26.78
7336.json,1,1736,794,33.5,75.53,33.5
7337.json,1,1320,517,47.52,38.65,47.52
7338.json,1,1986,960,83.32,35.36,83.32
7339.json,1,1269,591,54.3,34.25,54.3
7340.json,1,3809,735,98.68,46.05,98.68
7342.json,1,1633,729,69.84,33.82,69.84
7343.json,1,1667,649,73.15,31.66,73.15
7344.json,1,1773,516,69.22,33.07,69.22
7345.json,1,1940,647,72.79,35.54,72.79
7347.json,1,1232,867,85.19,24.64,85.19
7348.json,1,2300,790,89.13,34.67,89.13
7350.json,1,1886,715,66.17,39.31,66.17
7353.json,1,2216,795,44.38,67.84,44.38
7354.json,1,3195,1072,92.6,46.08,92.6
7356.json,1,2318,888,41.93,76.47,41.93
7358.json,1,2263,623,45.85,62.95,45.85
7359.json,1,1802,680,43.84,56.62,43.84
7362.json,1,1909,630,70.17,36.18,70.17
7363.json,1,1883,729,72.22,36.16,72.22
7364.json,1,1468,636,42.03,50.06,42.03
7365.json,1,1470,539,36.15,55.57,36.15
7366.json,1,3362,857,77.37,54.53,77.37
7368.json,1,1356,635,50.16,39.69,50.16
7369.json,1,10692,851,72.19,159.91,72.19
7370.json,1,10503,750,64.48,174.52,64.48
7371.json,1,2813,811,56.1,64.6,56.1
7373.json,1,2739,760,43.51,80.42,43.51
7374.json,1,1967,808,59.67,46.51,59.67
7375.json,1,2178,823,70.07,42.83,70.07
7377.json,1,2281,847,33.58,93.16,33.58
7378.json,1,1461,596,62.41,32.96,62.41
7379.json,1,2355,837,72.4,44.09,72.4
7380.json,1,2606,672,34.6,94.74,34.6
7381.json,1,2485,932,78.12,43.74,78.12
7382.json,1,1906,675,60.01,43.01,60.01
7383.json,1,1700,760,53.54,45.95,53.54
7384.json,1,2061,843,46.22,62.83,46.22
7385.json,1,3164,816,57.26,69.5,57.26
7386.json,1,2720,887,56.57,63.77,56.57
7387.json,1,1597,767,36.54,64.69,36.54
7389.json,1,3103,731,41.9,91.5,41.9
7390.json,1,2577,721,43.71,75.44,43.71
7391.json,1,1600,683,51.37,44.44,51.37
7392.json,1,1311,652,44.61,44.01,44.61
7393.json,1,2110,761,50.81,56.5,50.81
7394.json,1,1595,928,47.13,53.53,47.13
7395.json,1,1600,874,54.52,45.38,54.52
7396.json,1,1377,609,42.81,46.4,42.81
7397.json,1,1890,785,82.74,32.33,82.74
7398.json,1,1337,542,39.58,47.47,39.58
7399.json,1,1376,720,73.63,28.46,73.63
7400.json,1,2128,952,116.27,26.49,116.27
7402.json,1,4230,955,157.06,33.01,157.06
7403.json,1,1389,587,86.91,22.74,86.91
7404.json,1,2420,826,89.39,36.31,89.39
7405.json,1,2291,734,64.06,47.22,64.06
7406.json,1,1644,770,39.41,61.26,39.41
7407.json,1,2851,806,69.7,52.47,69.7
7408.json,1,2801,809,60.21,59.96,60.21
7409.json,1,2006,612,38.41,68.16,38.41
7410.json,1,6877,807,70.69,108.7,70.69
7411.json,1,1992,678,76.44,34.93,76.44
7412.json,1,1991,702,54.69,49.24,54.69
7414.json,1,2146,922,77.79,39.44,77.79
7415.json,1,2056,1108,178.24,17.75,178.24
7416.json,1,2844,959,181.79,20.92,181.79
7417.json,1,2079,828,115.94,25.07,115.94
7418.json,1,2478,837,139.35,23.79,139.35
7419.json,1,1997,698,118.93,22.66,118.93
7420.json,1,2489,764,106.86,30.44,106.86
7421.json,1,2624,732,128.18,26.18,128.18
7422.json,1,2400,828,76.47,42.21,76.47
7423.json,1,2937,945,51.93,74.75,51.93
7424.json,1,1808,1045,94.57,30.17,94.57
7425.json,1,1566,640,47.49,46.45,47.49
7426.json,1,1759,618,67.08,35.44,67.08
7427.json,1,2257,1039,134.66,24.48,134.66
7429.json,1,1674,699,80.63,29.43,80.63
7430.json,0,1627,0,0.51,3173.4,0.0
7431.json,1,1764,687,126.87,19.32,126.87
7432.json,1,4174,736,146.63,33.49,146.63
7433.json,1,1677,841,156.03,16.14,156.03
7434.json,1,1765,784,142.76,17.85,142.76
7435.json,0,1626,0,0.49,3352.44,0.0
7436.json,1,1696,640,119.69,19.52,119.69
7437.json,1,6828,1052,136.82,57.59,136.82
7439.json,1,5114,883,148.04,40.51,148.04
7440.json,0,7128,0,1.04,6837.3,0.0
7441.json,1,2086,788,101.09,28.43,101.09
7442.json,1,3140,956,149.92,27.32,149.92
7443.json,0,3274,0,0.73,4513.47,0.0
7445.json,0,2801,0,0.33,8529.78,0.0
7447.json,0,3966,0,0.33,11924.24,0.0
7448.json,1,2262,683,101.57,29.0,101.57
7449.json,0,2104,0,0.69,3042.17,0.0
7450.json,1,1144,595,42.68,40.75,42.68
7451.json,1,2039,1001,58.43,52.03,58.43
7452.json,0,1120,0,1.26,891.26,0.0
7453.json,0,2397,0,0.34,7038.81,0.0
7454.json,1,2264,677,39.51,74.44,39.51
7455.json,0,1374,0,0.3,4626.31,0.0
7456.json,0,1784,0,0.3,5966.36,0.0
7457.json,1,1620,860,42.61,58.2,42.61
7458.json,0,1509,0,0.3,4973.31,0.0
7459.json,0,1769,0,0.31,5767.77,0.0
7460.json,0,1879,0,0.3,6325.1,0.0
7461.json,0,2900,0,0.35,8211.49,0.0
7462.json,0,1829,0,0.29,6343.04,0.0
7463.json,0,1616,0,0.29,5549.66,0.0
7464.json,0,1376,0,0.28,4838.41,0.0
7465.json,0,1231,0,0.28,4323.16,0.0
7466.json,0,1660,0,0.29,5630.88,0.0
7467.json,0,2089,0,0.71,2961.65,0.0
